Date,Month,Day,Room_Type,Price,Customer_Rating,Booking_Source,Country
2024-04-03,4,3,Double,128,4,Corporate,USA
2024-04-03,4,3,Single,56,4,Walk-in,USA
2024-04-03,4,3,Deluxe,305,5,Travel Agency,Canada
2024-04-03,4,3,Suite,245,4,Corporate,Germany
2024-04-03,4,3,Deluxe,312,2,Online,Australia
2024-04-03,4,3,Single,81,1,Travel Agency,Germany
2024-04-04,4,4,Double,82,4,Online,India
2024-04-04,4,4,Single,86,2,Walk-in,Canada
2024-04-04,4,4,Single,54,2,Corporate,Japan
2024-04-04,4,4,Double,82,4,Online,India
2024-04-04,4,4,Single,52,3,Corporate,Canada
2024-04-04,4,4,Suite,175,4,Online,Australia
2024-04-04,4,4,Double,127,4,Corporate,Canada
2024-04-04,4,4,Single,65,2,Corporate,UK
2024-04-04,4,4,Deluxe,242,3,Travel Agency,Canada
2024-04-04,4,4,Deluxe,289,1,Corporate,Germany
2024-04-04,4,4,Deluxe,200,4,Corporate,India
2024-04-04,4,4,Double,126,2,Walk-in,France
2024-04-04,4,4,Suite,247,5,Online,Canada
2024-04-04,4,4,Suite,227,1,Travel Agency,India
2024-04-04,4,4,Single,85,4,Corporate,Australia
2024-04-04,4,4,Single,99,1,Travel Agency,India
2024-04-05,4,5,Deluxe,254,5,Online,Australia
2024-04-05,4,5,Deluxe,317,2,Travel Agency,Germany
2024-04-05,4,5,Suite,228,5,Online,India
2024-04-05,4,5,Single,54,3,Walk-in,Canada
2024-04-05,4,5,Single,51,4,Online,Australia
2024-04-05,4,5,Double,119,3,Travel Agency,Australia
2024-04-05,4,5,Single,60,4,Corporate,Canada
2024-04-05,4,5,Suite,232,2,Corporate,Australia
2024-04-05,4,5,Double,125,2,Walk-in,Japan
2024-04-05,4,5,Suite,160,2,Corporate,USA
2024-04-05,4,5,Deluxe,237,4,Walk-in,Australia
2024-04-05,4,5,Deluxe,315,4,Corporate,USA
2024-04-05,4,5,Single,57,4,Walk-in,Canada
2024-04-05,4,5,Single,94,3,Walk-in,Japan
2024-04-05,4,5,Double,136,2,Online,Australia
2024-04-05,4,5,Double,88,3,Travel Agency,USA
2024-04-05,4,5,Suite,235,5,Corporate,USA
2024-04-06,4,6,Double,148,4,Corporate,France
2024-04-06,4,6,Double,126,1,Corporate,Canada
2024-04-06,4,6,Double,139,3,Corporate,UK
2024-04-06,4,6,Single,59,1,Corporate,UK
2024-04-06,4,6,Double,131,5,Walk-in,Germany
2024-04-06,4,6,Single,89,5,Walk-in,Germany
2024-04-06,4,6,Single,85,5,Travel Agency,Germany
2024-04-06,4,6,Single,59,2,Walk-in,USA
2024-04-06,4,6,Single,99,5,Corporate,UK
2024-04-06,4,6,Double,143,3,Walk-in,India
2024-04-06,4,6,Single,72,3,Walk-in,Germany
2024-04-06,4,6,Single,91,3,Online,France
2024-04-06,4,6,Deluxe,219,2,Travel Agency,Japan
2024-04-06,4,6,Deluxe,380,5,Travel Agency,Japan
2024-04-06,4,6,Suite,185,4,Travel Agency,France
2024-04-06,4,6,Suite,294,1,Corporate,India
2024-04-06,4,6,Single,92,2,Travel Agency,USA
2024-04-06,4,6,Double,89,2,Walk-in,UK
2024-04-07,4,7,Deluxe,222,5,Walk-in,France
2024-04-07,4,7,Deluxe,250,3,Corporate,Japan
2024-04-07,4,7,Suite,274,1,Walk-in,France
2024-04-07,4,7,Suite,235,3,Walk-in,Canada
2024-04-07,4,7,Suite,210,5,Walk-in,Japan
2024-04-07,4,7,Double,131,1,Corporate,Japan
2024-04-07,4,7,Single,67,1,Online,Germany
2024-04-07,4,7,Suite,162,2,Corporate,Germany
2024-04-07,4,7,Deluxe,322,1,Corporate,Japan
2024-04-07,4,7,Double,123,5,Travel Agency,Japan
2024-04-07,4,7,Single,56,3,Walk-in,USA
2024-04-07,4,7,Double,127,4,Travel Agency,France
2024-04-07,4,7,Single,52,5,Walk-in,Germany
2024-04-07,4,7,Suite,271,5,Travel Agency,Australia
2024-04-07,4,7,Double,110,1,Travel Agency,India
2024-04-07,4,7,Deluxe,363,3,Walk-in,India
2024-04-08,4,8,Single,73,4,Walk-in,France
2024-04-08,4,8,Suite,158,3,Corporate,USA
2024-04-08,4,8,Deluxe,292,4,Walk-in,Canada
2024-04-08,4,8,Suite,175,4,Corporate,France
2024-04-08,4,8,Suite,253,4,Corporate,Australia
2024-04-08,4,8,Deluxe,376,3,Corporate,Germany
2024-04-08,4,8,Double,104,5,Walk-in,Japan
2024-04-08,4,8,Deluxe,359,5,Travel Agency,Australia
2024-04-08,4,8,Suite,191,2,Online,Canada
2024-04-08,4,8,Deluxe,248,4,Walk-in,Australia
2024-04-08,4,8,Suite,285,3,Online,France
2024-04-08,4,8,Suite,219,1,Corporate,Canada
2024-04-08,4,8,Suite,296,1,Travel Agency,Canada
2024-04-08,4,8,Double,92,5,Travel Agency,USA
2024-04-08,4,8,Double,145,1,Walk-in,India
2024-04-08,4,8,Single,56,2,Corporate,France
2024-04-08,4,8,Suite,245,2,Online,India
2024-04-08,4,8,Deluxe,373,4,Corporate,France
2024-04-09,4,9,Deluxe,260,3,Online,Japan
2024-04-09,4,9,Suite,213,1,Walk-in,Japan
2024-04-09,4,9,Deluxe,326,2,Walk-in,France
2024-04-09,4,9,Suite,261,1,Online,Germany
2024-04-09,4,9,Suite,186,2,Travel Agency,India
2024-04-09,4,9,Suite,287,3,Travel Agency,USA
2024-04-09,4,9,Suite,176,1,Walk-in,France
2024-04-09,4,9,Single,77,4,Corporate,UK
2024-04-09,4,9,Single,62,3,Walk-in,USA
2024-04-09,4,9,Suite,158,5,Corporate,Japan
2024-04-09,4,9,Double,108,4,Online,Germany
2024-04-09,4,9,Suite,159,5,Walk-in,UK
2024-04-09,4,9,Suite,243,2,Online,Japan
2024-04-09,4,9,Suite,223,3,Corporate,France
2024-04-09,4,9,Double,130,3,Walk-in,Germany
2024-04-09,4,9,Suite,270,1,Online,India
2024-04-09,4,9,Deluxe,231,1,Online,India
2024-04-09,4,9,Single,51,2,Travel Agency,Japan
2024-04-09,4,9,Double,145,3,Corporate,Germany
2024-04-09,4,9,Deluxe,229,3,Corporate,Germany
2024-04-10,4,10,Single,50,3,Walk-in,USA
2024-04-10,4,10,Double,111,4,Walk-in,France
2024-04-10,4,10,Single,89,1,Online,Germany
2024-04-10,4,10,Deluxe,275,1,Online,India
2024-04-10,4,10,Double,102,2,Travel Agency,Japan
2024-04-10,4,10,Single,52,5,Online,India
2024-04-10,4,10,Suite,272,3,Online,Canada
2024-04-10,4,10,Single,52,1,Online,USA
2024-04-10,4,10,Single,55,1,Online,India
2024-04-10,4,10,Deluxe,274,3,Travel Agency,India
2024-04-10,4,10,Single,87,4,Corporate,Australia
2024-04-10,4,10,Single,91,3,Corporate,UK
2024-04-10,4,10,Deluxe,339,1,Travel Agency,Australia
2024-04-10,4,10,Single,82,2,Walk-in,Japan
2024-04-10,4,10,Deluxe,368,5,Corporate,Japan
2024-04-10,4,10,Suite,300,5,Online,Canada
2024-04-10,4,10,Single,61,4,Travel Agency,Canada
2024-04-10,4,10,Suite,244,4,Corporate,Canada
2024-04-10,4,10,Suite,188,4,Online,Canada
2024-04-11,4,11,Single,55,4,Corporate,France
2024-04-11,4,11,Deluxe,328,5,Travel Agency,Japan
2024-04-11,4,11,Single,100,3,Online,Germany
2024-04-11,4,11,Suite,168,4,Travel Agency,Japan
2024-04-11,4,11,Suite,272,3,Walk-in,Australia
2024-04-11,4,11,Deluxe,285,1,Corporate,USA
2024-04-11,4,11,Single,93,3,Travel Agency,UK
2024-04-11,4,11,Single,52,5,Travel Agency,Canada
2024-04-11,4,11,Deluxe,264,1,Online,UK
2024-04-11,4,11,Double,125,3,Online,Germany
2024-04-12,4,12,Single,82,5,Online,France
2024-04-12,4,12,Suite,203,1,Corporate,Canada
2024-04-12,4,12,Single,66,3,Travel Agency,India
2024-04-12,4,12,Deluxe,314,4,Travel Agency,Canada
2024-04-12,4,12,Single,66,3,Online,Japan
2024-04-12,4,12,Single,72,4,Corporate,USA
2024-04-12,4,12,Deluxe,276,1,Online,India
2024-04-12,4,12,Double,132,1,Walk-in,Germany
2024-04-12,4,12,Double,110,5,Online,France
2024-04-12,4,12,Suite,253,1,Online,Australia
2024-04-12,4,12,Single,74,5,Corporate,Canada
2024-04-12,4,12,Double,119,3,Walk-in,UK
2024-04-12,4,12,Deluxe,314,5,Travel Agency,UK
2024-04-12,4,12,Deluxe,284,3,Travel Agency,Australia
2024-04-12,4,12,Double,96,5,Corporate,India
2024-04-12,4,12,Deluxe,374,2,Walk-in,India
2024-04-13,4,13,Double,129,1,Online,Japan
2024-04-13,4,13,Suite,261,2,Walk-in,Japan
2024-04-13,4,13,Deluxe,351,3,Travel Agency,Japan
2024-04-13,4,13,Deluxe,278,3,Travel Agency,India
2024-04-13,4,13,Single,93,4,Corporate,UK
2024-04-13,4,13,Suite,214,4,Travel Agency,Germany
2024-04-13,4,13,Deluxe,292,5,Online,USA
2024-04-13,4,13,Deluxe,332,4,Travel Agency,Germany
2024-04-13,4,13,Double,111,2,Walk-in,UK
2024-04-13,4,13,Single,63,4,Online,USA
2024-04-13,4,13,Deluxe,333,2,Online,Japan
2024-04-13,4,13,Single,53,4,Online,Japan
2024-04-13,4,13,Deluxe,355,1,Corporate,Japan
2024-04-13,4,13,Deluxe,297,3,Online,Japan
2024-04-13,4,13,Double,104,4,Online,Germany
2024-04-13,4,13,Double,110,2,Corporate,Japan
2024-04-13,4,13,Double,133,1,Walk-in,Germany
2024-04-14,4,14,Double,136,2,Online,UK
2024-04-14,4,14,Suite,185,1,Travel Agency,Australia
2024-04-14,4,14,Double,146,3,Online,USA
2024-04-14,4,14,Deluxe,330,5,Walk-in,Australia
2024-04-14,4,14,Double,123,1,Travel Agency,UK
2024-04-14,4,14,Deluxe,376,3,Walk-in,Germany
2024-04-14,4,14,Double,132,1,Corporate,Canada
2024-04-14,4,14,Single,57,2,Travel Agency,India
2024-04-14,4,14,Double,90,2,Online,Canada
2024-04-14,4,14,Deluxe,387,3,Online,France
2024-04-14,4,14,Suite,232,2,Walk-in,Japan
2024-04-14,4,14,Deluxe,385,3,Online,Japan
2024-04-14,4,14,Single,99,4,Corporate,Japan
2024-04-14,4,14,Suite,223,1,Online,Australia
2024-04-14,4,14,Single,53,2,Walk-in,France
2024-04-14,4,14,Double,112,4,Walk-in,Australia
2024-04-14,4,14,Deluxe,239,5,Online,Germany
2024-04-14,4,14,Suite,274,2,Corporate,Australia
2024-04-15,4,15,Suite,215,4,Walk-in,Germany
2024-04-15,4,15,Single,76,1,Walk-in,Canada
2024-04-15,4,15,Double,145,1,Walk-in,Germany
2024-04-15,4,15,Deluxe,249,5,Online,Canada
2024-04-15,4,15,Suite,199,5,Online,Germany
2024-04-15,4,15,Deluxe,365,1,Travel Agency,India
2024-04-15,4,15,Double,88,1,Online,France
2024-04-15,4,15,Deluxe,258,3,Walk-in,Germany
2024-04-15,4,15,Double,144,2,Travel Agency,France
2024-04-15,4,15,Single,88,4,Walk-in,India
2024-04-15,4,15,Single,70,4,Travel Agency,Japan
2024-04-15,4,15,Single,89,3,Online,Canada
2024-04-16,4,16,Suite,270,5,Corporate,USA
2024-04-16,4,16,Deluxe,290,2,Walk-in,USA
2024-04-16,4,16,Single,66,4,Corporate,Australia
2024-04-16,4,16,Deluxe,251,4,Travel Agency,India
2024-04-16,4,16,Deluxe,280,1,Travel Agency,Canada
2024-04-16,4,16,Suite,235,1,Walk-in,USA
2024-04-16,4,16,Deluxe,259,4,Travel Agency,Australia
2024-04-16,4,16,Deluxe,253,3,Corporate,Canada
2024-04-16,4,16,Deluxe,265,3,Corporate,Canada
2024-04-16,4,16,Deluxe,346,4,Online,UK
2024-04-16,4,16,Deluxe,206,3,Walk-in,Japan
2024-04-16,4,16,Single,59,3,Travel Agency,UK
2024-04-16,4,16,Single,88,5,Travel Agency,India
2024-04-16,4,16,Suite,192,2,Corporate,France
2024-04-16,4,16,Double,85,4,Corporate,USA
2024-04-16,4,16,Single,91,4,Online,Australia
2024-04-16,4,16,Double,102,2,Online,Germany
2024-04-16,4,16,Deluxe,280,5,Online,USA
2024-04-17,4,17,Deluxe,309,1,Travel Agency,USA
2024-04-17,4,17,Single,56,4,Corporate,France
2024-04-17,4,17,Double,87,1,Online,Australia
2024-04-17,4,17,Deluxe,244,2,Walk-in,Germany
2024-04-17,4,17,Double,116,3,Corporate,Germany
2024-04-17,4,17,Deluxe,208,1,Travel Agency,Canada
2024-04-17,4,17,Single,98,2,Corporate,USA
2024-04-17,4,17,Double,108,5,Travel Agency,Germany
2024-04-17,4,17,Single,76,3,Online,USA
2024-04-17,4,17,Suite,252,3,Travel Agency,USA
2024-04-17,4,17,Double,133,4,Walk-in,Canada
2024-04-17,4,17,Deluxe,206,1,Walk-in,UK
2024-04-17,4,17,Single,99,5,Walk-in,France
2024-04-17,4,17,Deluxe,308,5,Corporate,Germany
2024-04-17,4,17,Suite,159,2,Online,France
2024-04-17,4,17,Double,92,3,Corporate,Japan
2024-04-17,4,17,Suite,191,5,Travel Agency,Canada
2024-04-17,4,17,Deluxe,303,3,Corporate,USA
2024-04-17,4,17,Suite,295,3,Walk-in,Canada
2024-04-18,4,18,Suite,173,1,Online,Australia
2024-04-18,4,18,Single,93,1,Travel Agency,Canada
2024-04-18,4,18,Deluxe,305,4,Walk-in,Japan
2024-04-18,4,18,Double,102,3,Travel Agency,Germany
2024-04-18,4,18,Double,149,4,Corporate,Germany
2024-04-18,4,18,Suite,176,3,Corporate,USA
2024-04-18,4,18,Suite,282,5,Corporate,Germany
2024-04-18,4,18,Deluxe,282,4,Online,Japan
2024-04-18,4,18,Single,60,4,Corporate,India
2024-04-18,4,18,Suite,194,4,Corporate,Germany
2024-04-18,4,18,Deluxe,365,3,Walk-in,India
2024-04-18,4,18,Suite,276,2,Walk-in,France
2024-04-18,4,18,Suite,170,1,Online,UK
2024-04-18,4,18,Suite,167,4,Corporate,USA
2024-04-18,4,18,Deluxe,249,4,Corporate,USA
2024-04-18,4,18,Deluxe,353,4,Walk-in,India
2024-04-19,4,19,Deluxe,269,4,Online,France
2024-04-19,4,19,Suite,275,2,Walk-in,Australia
2024-04-19,4,19,Suite,258,2,Travel Agency,India
2024-04-19,4,19,Deluxe,242,5,Online,India
2024-04-19,4,19,Double,144,3,Walk-in,Canada
2024-04-19,4,19,Double,118,1,Walk-in,Japan
2024-04-19,4,19,Double,90,2,Travel Agency,Germany
2024-04-19,4,19,Deluxe,297,2,Travel Agency,Australia
2024-04-19,4,19,Double,129,2,Online,France
2024-04-19,4,19,Deluxe,370,5,Online,UK
2024-04-20,4,20,Suite,217,5,Walk-in,France
2024-04-20,4,20,Single,100,4,Online,Japan
2024-04-20,4,20,Double,115,4,Travel Agency,USA
2024-04-20,4,20,Double,146,3,Walk-in,Japan
2024-04-20,4,20,Deluxe,242,3,Walk-in,USA
2024-04-20,4,20,Double,127,1,Walk-in,UK
2024-04-20,4,20,Single,73,3,Online,Canada
2024-04-20,4,20,Deluxe,364,3,Online,India
2024-04-20,4,20,Double,103,4,Walk-in,USA
2024-04-20,4,20,Suite,166,4,Walk-in,France
2024-04-20,4,20,Double,116,1,Corporate,UK
2024-04-20,4,20,Double,109,5,Travel Agency,Canada
2024-04-20,4,20,Suite,285,2,Travel Agency,India
2024-04-20,4,20,Suite,209,5,Corporate,UK
2024-04-20,4,20,Single,85,1,Travel Agency,Japan
2024-04-20,4,20,Double,102,4,Corporate,UK
2024-04-20,4,20,Deluxe,389,4,Online,India
2024-04-21,4,21,Deluxe,215,2,Walk-in,Canada
2024-04-21,4,21,Single,51,3,Corporate,France
2024-04-21,4,21,Deluxe,235,4,Online,Australia
2024-04-21,4,21,Double,104,5,Travel Agency,Canada
2024-04-21,4,21,Double,90,5,Corporate,India
2024-04-21,4,21,Deluxe,350,5,Travel Agency,UK
2024-04-21,4,21,Suite,287,5,Corporate,Germany
2024-04-21,4,21,Double,147,1,Corporate,UK
2024-04-21,4,21,Deluxe,284,4,Walk-in,France
2024-04-21,4,21,Suite,198,1,Corporate,Japan
2024-04-21,4,21,Deluxe,303,5,Travel Agency,Australia
2024-04-21,4,21,Double,83,5,Walk-in,India
2024-04-22,4,22,Single,55,5,Corporate,Australia
2024-04-22,4,22,Double,127,3,Online,UK
2024-04-22,4,22,Suite,210,4,Online,Germany
2024-04-22,4,22,Double,121,5,Online,India
2024-04-22,4,22,Deluxe,291,5,Corporate,France
2024-04-22,4,22,Single,84,5,Online,USA
2024-04-22,4,22,Single,57,1,Online,UK
2024-04-22,4,22,Single,70,1,Walk-in,Australia
2024-04-22,4,22,Double,86,3,Travel Agency,UK
2024-04-22,4,22,Single,59,4,Online,India
2024-04-22,4,22,Double,99,4,Corporate,India
2024-04-22,4,22,Double,111,3,Walk-in,Japan
2024-04-23,4,23,Single,87,5,Walk-in,Japan
2024-04-23,4,23,Suite,185,2,Online,Japan
2024-04-23,4,23,Deluxe,276,4,Online,France
2024-04-23,4,23,Deluxe,294,3,Online,UK
2024-04-23,4,23,Deluxe,399,3,Online,India
2024-04-23,4,23,Single,54,2,Online,Australia
2024-04-23,4,23,Double,147,2,Travel Agency,France
2024-04-23,4,23,Deluxe,234,1,Walk-in,Japan
2024-04-23,4,23,Double,120,5,Walk-in,Australia
2024-04-23,4,23,Deluxe,249,5,Travel Agency,Australia
2024-04-23,4,23,Single,69,2,Corporate,India
2024-04-24,4,24,Double,121,4,Walk-in,India
2024-04-24,4,24,Double,146,2,Corporate,USA
2024-04-24,4,24,Single,95,2,Walk-in,Australia
2024-04-24,4,24,Deluxe,384,1,Online,India
2024-04-24,4,24,Double,80,5,Walk-in,UK
2024-04-24,4,24,Deluxe,239,5,Travel Agency,UK
2024-04-24,4,24,Single,64,3,Walk-in,Australia
2024-04-24,4,24,Suite,174,1,Online,Canada
2024-04-24,4,24,Single,57,5,Travel Agency,India
2024-04-24,4,24,Deluxe,245,3,Travel Agency,Germany
2024-04-25,4,25,Deluxe,340,4,Walk-in,Canada
2024-04-25,4,25,Single,100,2,Walk-in,India
2024-04-25,4,25,Suite,248,2,Walk-in,Canada
2024-04-25,4,25,Suite,277,3,Online,UK
2024-04-25,4,25,Deluxe,278,5,Travel Agency,Australia
2024-04-25,4,25,Deluxe,377,4,Online,Germany
2024-04-25,4,25,Suite,199,4,Corporate,UK
2024-04-25,4,25,Deluxe,274,4,Online,India
2024-04-25,4,25,Double,92,1,Walk-in,Canada
2024-04-25,4,25,Suite,232,3,Travel Agency,USA
2024-04-25,4,25,Double,86,3,Online,Australia
2024-04-26,4,26,Double,109,3,Walk-in,France
2024-04-26,4,26,Deluxe,345,3,Travel Agency,Germany
2024-04-26,4,26,Double,118,5,Travel Agency,Canada
2024-04-26,4,26,Single,89,3,Corporate,France
2024-04-26,4,26,Single,81,1,Travel Agency,Germany
2024-04-26,4,26,Suite,231,5,Online,UK
2024-04-26,4,26,Double,80,5,Travel Agency,Australia
2024-04-26,4,26,Single,69,2,Walk-in,UK
2024-04-26,4,26,Single,54,4,Travel Agency,India
2024-04-26,4,26,Suite,196,3,Travel Agency,Japan
2024-04-26,4,26,Suite,169,1,Travel Agency,Germany
2024-04-26,4,26,Deluxe,215,3,Travel Agency,USA
2024-04-26,4,26,Double,147,5,Walk-in,Japan
2024-04-26,4,26,Suite,273,5,Corporate,Australia
2024-04-26,4,26,Double,150,2,Travel Agency,Australia
2024-04-26,4,26,Deluxe,314,3,Walk-in,Japan
2024-04-26,4,26,Suite,268,4,Corporate,USA
2024-04-26,4,26,Suite,232,2,Corporate,France
2024-04-27,4,27,Double,89,2,Travel Agency,USA
2024-04-27,4,27,Deluxe,276,4,Walk-in,Germany
2024-04-27,4,27,Deluxe,391,1,Walk-in,UK
2024-04-27,4,27,Deluxe,299,4,Travel Agency,Germany
2024-04-27,4,27,Double,101,4,Walk-in,France
2024-04-27,4,27,Single,58,4,Online,Canada
2024-04-27,4,27,Suite,246,2,Corporate,Canada
2024-04-27,4,27,Deluxe,314,5,Online,France
2024-04-27,4,27,Double,99,4,Online,USA
2024-04-27,4,27,Suite,155,5,Walk-in,Canada
2024-04-27,4,27,Suite,256,4,Corporate,Canada
2024-04-27,4,27,Deluxe,389,3,Walk-in,Japan
2024-04-27,4,27,Suite,236,1,Travel Agency,India
2024-04-27,4,27,Suite,237,1,Online,Canada
2024-04-28,4,28,Suite,209,5,Online,Australia
2024-04-28,4,28,Suite,193,3,Travel Agency,India
2024-04-28,4,28,Double,126,5,Online,USA
2024-04-28,4,28,Suite,189,4,Corporate,India
2024-04-28,4,28,Single,85,4,Travel Agency,USA
2024-04-28,4,28,Double,86,4,Online,Canada
2024-04-28,4,28,Suite,275,3,Travel Agency,Canada
2024-04-28,4,28,Single,66,5,Corporate,India
2024-04-28,4,28,Deluxe,319,2,Corporate,Germany
2024-04-28,4,28,Double,116,2,Walk-in,Canada
2024-04-28,4,28,Single,98,4,Corporate,UK
2024-04-28,4,28,Double,87,4,Walk-in,USA
2024-04-28,4,28,Double,121,5,Online,UK
2024-04-28,4,28,Deluxe,284,2,Online,Germany
2024-04-28,4,28,Single,95,3,Walk-in,Australia
2024-04-28,4,28,Suite,288,5,Corporate,Australia
2024-04-28,4,28,Deluxe,313,5,Travel Agency,Germany
2024-04-28,4,28,Suite,185,2,Walk-in,India
2024-04-29,4,29,Suite,263,5,Corporate,France
2024-04-29,4,29,Suite,263,2,Walk-in,Japan
2024-04-29,4,29,Single,59,3,Online,Canada
2024-04-29,4,29,Deluxe,305,2,Travel Agency,India
2024-04-29,4,29,Single,74,5,Walk-in,Australia
2024-04-29,4,29,Deluxe,387,5,Travel Agency,USA
2024-04-29,4,29,Single,86,4,Online,France
2024-04-29,4,29,Double,99,1,Walk-in,France
2024-04-29,4,29,Single,95,3,Online,India
2024-04-29,4,29,Single,79,2,Travel Agency,Japan
2024-04-30,4,30,Single,84,4,Travel Agency,France
2024-04-30,4,30,Double,143,1,Walk-in,Japan
2024-04-30,4,30,Single,79,4,Walk-in,USA
2024-04-30,4,30,Double,121,3,Travel Agency,Australia
2024-04-30,4,30,Single,76,4,Walk-in,Australia
2024-04-30,4,30,Deluxe,327,2,Corporate,Canada
2024-04-30,4,30,Double,89,3,Online,UK
2024-04-30,4,30,Suite,194,1,Travel Agency,Japan
2024-04-30,4,30,Suite,152,4,Corporate,India
2024-04-30,4,30,Deluxe,277,4,Corporate,India
2024-04-30,4,30,Suite,274,5,Walk-in,Canada
2024-04-30,4,30,Double,118,5,Walk-in,USA
2024-04-30,4,30,Deluxe,359,5,Travel Agency,India
2024-04-30,4,30,Single,55,4,Online,India
2024-04-30,4,30,Single,90,5,Travel Agency,UK
2024-04-30,4,30,Suite,186,2,Online,Japan
2024-04-30,4,30,Suite,242,3,Travel Agency,Australia
2024-04-30,4,30,Double,124,1,Online,UK
2024-04-30,4,30,Suite,269,2,Corporate,USA
2024-05-01,5,1,Deluxe,244,4,Online,Canada
2024-05-01,5,1,Deluxe,252,3,Walk-in,Japan
2024-05-01,5,1,Double,147,2,Online,USA
2024-05-01,5,1,Double,131,3,Corporate,USA
2024-05-01,5,1,Deluxe,327,5,Online,France
2024-05-01,5,1,Deluxe,216,2,Corporate,India
2024-05-01,5,1,Deluxe,378,5,Online,India
2024-05-01,5,1,Single,61,4,Walk-in,France
2024-05-01,5,1,Suite,232,3,Walk-in,Canada
2024-05-01,5,1,Double,102,5,Corporate,India
2024-05-01,5,1,Suite,218,2,Corporate,Germany
2024-05-01,5,1,Double,135,4,Travel Agency,India
2024-05-01,5,1,Double,145,1,Online,Canada
2024-05-01,5,1,Deluxe,233,3,Corporate,India
2024-05-01,5,1,Single,99,5,Corporate,India
2024-05-01,5,1,Suite,170,3,Travel Agency,India
2024-05-01,5,1,Double,121,2,Online,Canada
2024-05-01,5,1,Double,120,2,Online,Germany
2024-05-01,5,1,Double,111,3,Corporate,India
2024-05-02,5,2,Deluxe,251,2,Corporate,Germany
2024-05-02,5,2,Suite,207,4,Walk-in,Canada
2024-05-02,5,2,Double,93,2,Online,India
2024-05-02,5,2,Single,77,4,Online,France
2024-05-02,5,2,Deluxe,202,2,Walk-in,USA
2024-05-02,5,2,Suite,245,1,Online,Japan
2024-05-02,5,2,Double,122,2,Corporate,UK
2024-05-02,5,2,Single,50,2,Online,UK
2024-05-02,5,2,Suite,247,3,Online,USA
2024-05-02,5,2,Double,101,3,Walk-in,France
2024-05-02,5,2,Suite,181,1,Online,UK
2024-05-03,5,3,Suite,263,2,Online,France
2024-05-03,5,3,Single,63,2,Travel Agency,Germany
2024-05-03,5,3,Double,89,4,Corporate,Australia
2024-05-03,5,3,Deluxe,337,4,Online,France
2024-05-03,5,3,Suite,166,1,Online,Canada
2024-05-03,5,3,Double,92,3,Walk-in,UK
2024-05-03,5,3,Double,134,5,Travel Agency,France
2024-05-03,5,3,Suite,219,5,Travel Agency,France
2024-05-03,5,3,Suite,205,3,Online,UK
2024-05-03,5,3,Deluxe,285,3,Corporate,France
2024-05-03,5,3,Double,123,5,Online,USA
2024-05-03,5,3,Deluxe,252,4,Walk-in,Japan
2024-05-03,5,3,Single,50,4,Online,USA
2024-05-03,5,3,Deluxe,277,1,Travel Agency,France
2024-05-03,5,3,Double,94,4,Walk-in,Australia
2024-05-03,5,3,Single,89,5,Travel Agency,Australia
2024-05-03,5,3,Single,76,5,Corporate,Japan
2024-05-04,5,4,Single,81,4,Corporate,Japan
2024-05-04,5,4,Deluxe,282,2,Walk-in,France
2024-05-04,5,4,Single,51,4,Online,Australia
2024-05-04,5,4,Double,127,4,Travel Agency,Germany
2024-05-04,5,4,Deluxe,287,1,Walk-in,UK
2024-05-04,5,4,Double,103,1,Walk-in,Japan
2024-05-04,5,4,Deluxe,363,5,Walk-in,Japan
2024-05-04,5,4,Deluxe,335,2,Travel Agency,France
2024-05-04,5,4,Double,82,1,Corporate,USA
2024-05-04,5,4,Deluxe,291,4,Travel Agency,Japan
2024-05-04,5,4,Deluxe,400,5,Online,UK
2024-05-04,5,4,Double,114,3,Travel Agency,Australia
2024-05-05,5,5,Single,97,1,Corporate,Australia
2024-05-05,5,5,Deluxe,201,5,Walk-in,Japan
2024-05-05,5,5,Suite,156,3,Walk-in,India
2024-05-05,5,5,Suite,225,4,Travel Agency,India
2024-05-05,5,5,Suite,186,2,Corporate,Australia
2024-05-05,5,5,Double,114,3,Online,Canada
2024-05-05,5,5,Single,65,2,Travel Agency,Japan
2024-05-05,5,5,Deluxe,341,1,Walk-in,Australia
2024-05-05,5,5,Double,122,2,Travel Agency,Canada
2024-05-05,5,5,Double,119,4,Online,Japan
2024-05-05,5,5,Deluxe,227,1,Corporate,Canada
2024-05-06,5,6,Suite,214,2,Online,UK
2024-05-06,5,6,Single,50,1,Corporate,Germany
2024-05-06,5,6,Suite,168,2,Corporate,France
2024-05-06,5,6,Single,96,1,Online,USA
2024-05-06,5,6,Deluxe,395,5,Corporate,France
2024-05-06,5,6,Deluxe,387,1,Corporate,India
2024-05-06,5,6,Suite,269,1,Travel Agency,India
2024-05-06,5,6,Suite,231,2,Corporate,Japan
2024-05-06,5,6,Single,53,1,Travel Agency,India
2024-05-06,5,6,Suite,244,4,Online,Germany
2024-05-07,5,7,Double,84,1,Travel Agency,Australia
2024-05-07,5,7,Double,96,2,Travel Agency,USA
2024-05-07,5,7,Double,148,3,Walk-in,USA
2024-05-07,5,7,Single,69,2,Walk-in,Japan
2024-05-07,5,7,Deluxe,400,3,Travel Agency,USA
2024-05-07,5,7,Deluxe,210,4,Corporate,France
2024-05-07,5,7,Deluxe,211,1,Travel Agency,UK
2024-05-07,5,7,Single,63,1,Online,USA
2024-05-07,5,7,Deluxe,232,5,Online,Germany
